"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"SERIES"
"id","label","description"
"FXCADUSD","CAD/USD","Canadian dollar to US dollar daily exchange rate"

"OBSERVATIONS"
"date","FXCADUSD"
"2020-11-02","0.7543"
"2020-11-03","0.7607"
"2020-11-04","0.7612"
"2020-11-05","0.7662"
"2020-11-06","0.7669"
"2020-11-09","0.7710"
"2020-11-10","0.7682"
"2020-11-12","0.7620"
"2020-11-13","0.7606"
"2020-11-16","0.7642"
"2020-11-17","0.7637"
"2020-11-18","0.7655"
"2020-11-19","0.7644"
"2020-11-20","0.7651"
"2020-11-23","0.7644"
"2020-11-24","0.7673"
"2020-11-25","0.7691"
"2020-11-26","0.7685"
"2020-11-27","0.7701"
"2020-11-30","0.7713"
"2020-12-01","0.7721"
"2020-12-02","0.7732"
"2020-12-03","0.7764"
"2020-12-04","0.7812"
"2020-12-07","0.7812"
"2020-12-08","0.7808"
"2020-12-09","0.7811"
"2020-12-10","0.7853"
"2020-12-11","0.7831"
"2020-12-14","0.7839"
"2020-12-15","0.7860"
"2020-12-16","0.7841"
"2020-12-17","0.7863"
"2020-12-18","0.7828"
"2020-12-21","0.7783"
"2020-12-22","0.7747"
"2020-12-23","0.7778"
"2020-12-24","0.7791"
"2020-12-29","0.7809"
"2020-12-30","0.7831"
"2020-12-31","0.7854"
"2021-01-04","0.7843"
"2021-01-05","0.7870"
"2021-01-06","0.7883"
"2021-01-07","0.7870"
"2021-01-08","0.7871"
"2021-01-11","0.7820"
"2021-01-12","0.7846"
"2021-01-13","0.7868"
"2021-01-14","0.7903"
"2021-01-15","0.7857"
"2021-01-18","0.7836"
"2021-01-19","0.7852"
"2021-01-20","0.7901"
"2021-01-21","0.7920"
"2021-01-22","0.7864"
"2021-01-25","0.7851"
"2021-01-26","0.7873"
"2021-01-27","0.7828"
"2021-01-28","0.7806"
"2021-01-29","0.7825"
"2021-02-01","0.7798"
"2021-02-02","0.7802"
"2021-02-03","0.7823"
"2021-02-04","0.7795"
"2021-02-05","0.7827"
"2021-02-08","0.7841"
"2021-02-09","0.7862"
"2021-02-10","0.7881"
"2021-02-11","0.7883"
"2021-02-12","0.7867"
"2021-02-16","0.7884"
"2021-02-17","0.7867"
"2021-02-18","0.7876"
"2021-02-19","0.7928"
"2021-02-22","0.7928"
"2021-02-23","0.7935"
"2021-02-24","0.7969"
"2021-02-25","0.7981"
"2021-02-26","0.7883"
"2021-03-01","0.7898"
"2021-03-02","0.7920"
"2021-03-03","0.7917"
"2021-03-04","0.7913"
"2021-03-05","0.7894"
"2021-03-08","0.7899"
"2021-03-09","0.7915"
"2021-03-10","0.7913"
"2021-03-11","0.7961"
"2021-03-12","0.8004"
"2021-03-15","0.8013"
"2021-03-16","0.8029"
"2021-03-17","0.8022"
"2021-03-18","0.8027"
"2021-03-19","0.7996"
"2021-03-22","0.7992"
"2021-03-23","0.7961"
"2021-03-24","0.7961"
"2021-03-25","0.7933"
"2021-03-26","0.7949"
"2021-03-29","0.7940"
"2021-03-30","0.7917"
"2021-03-31","0.7952"
"2021-04-01","0.7959"
"2021-04-05","0.7984"
"2021-04-06","0.7962"
"2021-04-07","0.7926"
"2021-04-08","0.7950"
"2021-04-09","0.7972"
"2021-04-12","0.7966"
"2021-04-13","0.7966"
"2021-04-14","0.7979"
"2021-04-15","0.7981"
"2021-04-16","0.7998"
"2021-04-19","0.7988"
"2021-04-20","0.7954"
"2021-04-21","0.7985"
"2021-04-22","0.8000"
"2021-04-23","0.8007"
"2021-04-26","0.8057"
"2021-04-27","0.8063"
"2021-04-28","0.8093"
"2021-04-29","0.8135"
"2021-04-30","0.8140"
"2021-05-03","0.8144"
"2021-05-04","0.8120"
"2021-05-05","0.8149"
"2021-05-06","0.8197"
"2021-05-07","0.8226"
"2021-05-10","0.8268"
"2021-05-11","0.8267"
"2021-05-12","0.8267"
"2021-05-13","0.8230"
"2021-05-14","0.8258"
"2021-05-17","0.8277"
"2021-05-18","0.8298"
"2021-05-19","0.8264"
"2021-05-20","0.8285"
"2021-05-21","0.8291"
"2021-05-25","0.8294"
"2021-05-26","0.8258"
"2021-05-27","0.8283"
"2021-05-28","0.8274"
"2021-05-31","0.8284"
"2021-06-01","0.8306"
"2021-06-02","0.8297"
"2021-06-03","0.8262"
"2021-06-04","0.8275"
"2021-06-07","0.8283"
"2021-06-08","0.8267"
"2021-06-09","0.8268"
"2021-06-10","0.8269"
"2021-06-11","0.8232"
"2021-06-14","0.8236"
"2021-06-15","0.8205"
"2021-06-16","0.8203"
"2021-06-17","0.8103"
"2021-06-18","0.8052"
"2021-06-21","0.8080"
"2021-06-22","0.8093"
"2021-06-23","0.8139"
"2021-06-24","0.8120"
"2021-06-25","0.8134"
"2021-06-28","0.8107"
"2021-06-29","0.8075"
"2021-06-30","0.8068"
"2021-07-02","0.8095"
"2021-07-05","0.8102"
"2021-07-06","0.8035"
"2021-07-07","0.8016"
"2021-07-08","0.7974"
"2021-07-09","0.8015"
"2021-07-12","0.8019"
"2021-07-13","0.7991"
"2021-07-14","0.8002"
"2021-07-15","0.7954"
"2021-07-16","0.7941"
"2021-07-19","0.7838"
"2021-07-20","0.7855"
"2021-07-21","0.7943"
"2021-07-22","0.7957"
"2021-07-23","0.7952"
"2021-07-26","0.7969"
"2021-07-27","0.7950"
"2021-07-28","0.7958"
"2021-07-29","0.8032"
"2021-07-30","0.8024"
"2021-08-03","0.7971"
"2021-08-04","0.7971"
"2021-08-05","0.8002"
"2021-08-06","0.7968"
"2021-08-09","0.7959"
"2021-08-10","0.7974"
"2021-08-11","0.7996"
"2021-08-12","0.7987"
"2021-08-13","0.7991"
"2021-08-16","0.7956"
"2021-08-17","0.7922"
"2021-08-18","0.7918"
"2021-08-19","0.7817"
"2021-08-20","0.7778"
"2021-08-23","0.7885"
"2021-08-24","0.7931"
"2021-08-25","0.7925"
"2021-08-26","0.7905"
"2021-08-27","0.7915"
"2021-08-30","0.7935"
"2021-08-31","0.7926"
"2021-09-01","0.7932"
"2021-09-02","0.7954"
"2021-09-03","0.7988"
"2021-09-07","0.7923"
"2021-09-08","0.7889"
"2021-09-09","0.7903"
"2021-09-10","0.7917"
"2021-09-13","0.7898"
"2021-09-14","0.7898"
"2021-09-15","0.7905"
"2021-09-16","0.7890"
"2021-09-17","0.7861"
"2021-09-20","0.7795"
"2021-09-21","0.7812"
"2021-09-22","0.7839"
"2021-09-23","0.7903"
"2021-09-24","0.7886"
"2021-09-27","0.7913"
"2021-09-28","0.7886"
"2021-09-29","0.7849"
"2021-10-01","0.7903"
"2021-10-04","0.7947"
"2021-10-05","0.7952"
"2021-10-06","0.7928"
"2021-10-07","0.7963"
"2021-10-08","0.8012"
"2021-10-12","0.8025"
"2021-10-13","0.8035"
"2021-10-14","0.8083"
"2021-10-15","0.8078"
"2021-10-18","0.8081"
"2021-10-19","0.8093"
"2021-10-20","0.8111"
"2021-10-21","0.8097"
"2021-10-22","0.8093"
"2021-10-25","0.8078"
"2021-10-26","0.8080"
"2021-10-27","0.8092"
"2021-10-28","0.8098"
"2021-10-29","0.8075"
"2021-11-01","0.8085"
"2021-11-02","0.8062"
"2021-11-03","0.8053"
"2021-11-04","0.8033"
"2021-11-05","0.8031"
"2021-11-08","0.8033"
"2021-11-09","0.8033"
"2021-11-10","0.8031"
"2021-11-12","0.7959"
"2021-11-15","0.7989"
"2021-11-16","0.7968"
"2021-11-17","0.7940"
"2021-11-18","0.7927"
"2021-11-19","0.7912"
"2021-11-22","0.7886"
"2021-11-23","0.7870"
"2021-11-24","0.7888"
"2021-11-25","0.7903"
"2021-11-26","0.7830"
"2021-11-29","0.7834"
"2021-11-30","0.7817"
"2021-12-01","0.7827"
"2021-12-02","0.7803"
"2021-12-03","0.7805"
"2021-12-06","0.7825"
"2021-12-07","0.7899"
"2021-12-08","0.7910"
"2021-12-09","0.7874"
"2021-12-10","0.7865"
"2021-12-13","0.7818"
"2021-12-14","0.7785"
"2021-12-15","0.7756"
"2021-12-16","0.7824"
"2021-12-17","0.7785"
"2021-12-20","0.7727"
"2021-12-21","0.7736"
"2021-12-22","0.7773"
"2021-12-23","0.7803"
"2021-12-24","0.7805"
"2021-12-29","0.7810"
"2021-12-30","0.7827"
"2021-12-31","0.7888"
"2022-01-04","0.7869"
"2022-01-05","0.7863"
"2022-01-06","0.7849"
"2022-01-07","0.7895"
"2022-01-10","0.7887"
"2022-01-11","0.7933"
"2022-01-12","0.7994"
"2022-01-13","0.8010"
"2022-01-14","0.7971"
"2022-01-17","0.7987"
"2022-01-18","0.7981"
"2022-01-19","0.8005"
"2022-01-20","0.8017"
"2022-01-21","0.7971"
"2022-01-24","0.7901"
"2022-01-25","0.7918"
"2022-01-26","0.7933"
"2022-01-27","0.7867"
"2022-01-28","0.7830"
"2022-01-31","0.7862"
"2022-02-01","0.7878"
"2022-02-02","0.7888"
"2022-02-03","0.7887"
"2022-02-04","0.7838"
"2022-02-07","0.7881"
"2022-02-08","0.7868"
"2022-02-09","0.7886"
"2022-02-10","0.7885"
"2022-02-11","0.7873"
"2022-02-14","0.7851"
"2022-02-15","0.7849"
"2022-02-16","0.7883"
"2022-02-17","0.7877"
"2022-02-18","0.7853"
"2022-02-22","0.7847"
"2022-02-23","0.7863"
"2022-02-24","0.7793"
"2022-02-25","0.7845"
"2022-02-28","0.7875"
"2022-03-01","0.7869"
"2022-03-02","0.7894"
"2022-03-03","0.7896"
"2022-03-04","0.7843"
"2022-03-07","0.7829"
"2022-03-08","0.7772"
"2022-03-09","0.7800"
"2022-03-10","0.7827"
"2022-03-11","0.7862"
"2022-03-14","0.7827"
"2022-03-15","0.7811"
"2022-03-16","0.7861"
"2022-03-17","0.7905"
"2022-03-18","0.7926"
"2022-03-21","0.7941"
"2022-03-22","0.7944"
"2022-03-23","0.7955"
"2022-03-24","0.7971"
"2022-03-25","0.7999"
"2022-03-28","0.7974"
"2022-03-29","0.7994"
"2022-03-30","0.8019"
"2022-03-31","0.8003"
"2022-04-01","0.7992"
"2022-04-04","0.8006"
"2022-04-05","0.8031"
"2022-04-06","0.7994"
"2022-04-07","0.7947"
"2022-04-08","0.7943"
"2022-04-11","0.7923"
"2022-04-12","0.7926"
"2022-04-13","0.7932"

